chr16	80372593	80373755
chr16	78510608	78511944
chr16	72980900	72982545
chr16	72738568	72740149
chr16	72254566	72255825
chr16	55424416	55425738
chr16	55223185	55224283
chr16	54650598	54651882
chr16	54575878	54577925
chr16	54323420	54324336
chr16	54143854	54144867
chr16	53726316	53727556
chr16	51958288	51959688
chr16	51671181	51672039
chr16	51576725	51578101
chr16	51560196	51560925
chr16	51231121	51232362
chr16	51056311	51057592
chr16	48912816	48914144
chr7	21003280	21004750
chr7	42191728	42193638
chr9	973435	975288
chr11	32197490	32198734
chrX	24894335	24896084
chrX	24915382	24918272
chrX	25007879	25009581
chrX	25017067	25018756
chrX	25400224	25402334
chr16	49094466	49095242
chr13	71774848	71775368
chr13	72771271	72773876
chr13	73149054	73150028
chr13	72300849	72302934
chr13	72425787	72428335
chr13	73001083	73003053
chrX	25018871	25020532
chr2	45106927	45107653
chr16	55329289	55330760
chr16	51147012	51148642
chr16	53948201	53949846
chr16	53994058	53995943
chr16	53986630	53988193
chr16	52446050	52447237
chr16	50869692	50871098
chr1	63443534	63444884
chr1	63464282	63465717
chr2	164450144	164451758
chr15	37240805	37242498
chr9	129198400	129200739
chr3	71290418	71292584
chr13	72345980	72348230
chr13	95618516	95619850
chr5	91036888	91038899
chr3	180773639	180775802
chr1	51034546	51036289
chr8	106333530	106334859
chr1	213597964	213599524
chr2	66297527	66299214
chr3	137047544	137049271
chr3	137067622	137068925
chr5	50335050	50336643
chr6	51148668	51149710
chr7	114056847	114058647
chr7	114295109	114296373
chr10	102546590	102548095
chr5	158340962	158342611
chr10	131691086	131692848
chr11	31685357	31686884
chr11	16316207	16317562
chr1	38560194	38561606
chr9	83727123	83728378
chr1	10965129	10966144
chr2	174114371	174115933
chr2	174988737	174990363
chr2	176940070	176941410
chr2	177503157	177503671
chr2	237071364	237071848
chr3	18169362	18170237
chr3	114433184	114435415
chr4	105345575	105346895
chr5	3511978	3513399
chr5	76940836	76941396
chr5	87168414	87169433
chr5	87239942	87241645
chr5	87692154	87693265
chr5	90928612	90929226
chr5	93226985	93228322
chr1	44715420	44716129
chr5	170627990	170630018
chr6	41523224	41523677
chr6	98116085	98116943
chr6	98719759	98720510
chr1	10732070	10733118
chr7	1265154	1266318
chr7	21811370	21812002
chr7	26728697	26729802
chr7	31401914	31403016
chr7	96633582	96634303
chr9	8095553	8096166
chr9	16710536	16711184
chr9	23496285	23497394
chr1	63369349	63370894
chr9	126537718	126539929
chr10	77726861	77727618
chr1	87821793	87822910
chr1	88926796	88928508
chr10	126905322	126906003
chr12	16715315	16716360
chr13	95618464	95619819
chr14	29860529	29862348
chr14	36020024	36020998
chr15	36819021	36820695
chr15	57425244	57425958
chr15	67665164	67665685
chr15	70391576	70392613
chr17	35329349	35329944
chr18	22864753	22866457
chr18	35063482	35064528
chr18	53089625	53091079
chr19	30494614	30495503
chr19	30565950	30567016
chr19	30767058	30768273
chr19	31002941	31004262
chr19	31587058	31588070
chr1	10781239	10781744
chr2	59198905	59200529
chr2	59746377	59746992
chr2	60441495	60442515
chr2	104736518	104737365
chr2	145188099	145189812
chr1	10851570	10852173
chr2	156726581	156727605
chr2	157551014	157551952
chr2	162094895	162095451
chr2	164843797	164844783
chr2	172955879	172957052
chrX	81788884	81790571
chrX	139169379	139171545
chr14	26377372	26378803
chr19	30840299	30843536
chr14	30741750	30743626
chr3	62350726	62351718
chr3	62359866	62360569
chr1	83345366	83346271
chr7	35454800	35456218
chr7	35505184	35506342
chr7	35268514	35269380
chr7	35458551	35459522
chr20	30191716	30192554
chr22	38394345	38395199
chr13	95358263	95360017
chr22	38429240	38430515
chr22	38442140	38442879
chr10	92690021	92690674
chr18	19773983	19774532
chr5	88548400	88550500
chr8	11604182	11604695
chr10	103527193	103528393
chr10	103540180	103541030
chr2	121832418	121833317
chr4	1613479	1614106
chr9	17322200	17324371
chr13	28395961	28397536
chr5	3186439	3187926
chr19	32452701	32453894
chr13	71358093	71359507
chr2	45030569	45032739
chr5	50960132	50961567
chr1	243876467	243877893
chr7	13506207	13507276
chr2	172936519	172938249
chr9	84299210	84300117
chr4	112421802	112422905
chr10	131106522	131108742
chr6	98491829	98493238
chr22	38381623	38382457
chr11	31622822	31624118
chr14	29684896	29686744
chr6	98461952	98463309
chr2	146692288	146693283
chr1	27049620	27050905
chr15	37512674	37514557
chr2	157861101	157862409
chr13	68429117	68430526
chr6	100657912	100659391
chr10	125188987	125190075
chr12	17824855	17826335
chr2	156403022	156404115
chrX	81464240	81465016
chr5	50481472	50482478
chr18	34719386	34720720
chr14	36814302	36815937
chr14	37726340	37727348
chr10	76177765	76179000
chr14	29927484	29928818
chr15	37652783	37654460
chr5	3182218	3183271
chr12	17657732	17659008
chr12	16610045	16611936
chr5	170458792	170460097
chr12	111495397	111496252
chr1	91305562	91307215
chr9	85509632	85510687
chr13	72333516	72334988
chr14	99466200	99467144
chr15	57426028	57426952
chr16	49735099	49736449
chr17	37774485	37774988
chr9	159657	160780
chr7	27288268	27289491
chr3	71277312	71278956
chr8	36957851	36958723
chr20	2719208	2719789
chr5	2112055	2113430
chr18	76006820	76008476
chr2	164574007	164575458
chr9	23004730	23005789
chr1	32510030	32510913
chr2	172820365	172821314
chr2	146689050	146690099
chr3	137185964	137186866
chr3	147801015	147802169
chr3	180461825	180462874
chr10	131400948	131402279
chr7	69702231	69703615
chr15	67198974	67200134
chr12	16940708	16942322
chr2	157720628	157721586
chrX	139332133	139333376
chr8	92824759	92826618
chr1	97610491	97611741
chr10	120074039	120075696
chr2	144103882	144105644
chr6	97544611	97545759
chr4	54961998	54962796
chr18	45087290	45088074
chr4	85245591	85246555
chr5	91298184	91298993
chr4	54881222	54882455
chr20	20472953	20474200
chr2	63193855	63194929
chr11	15587041	15588314
chr5	170471253	170472370
chr17	46226552	46227693
chr8	53166730	53167836
chr10	130831457	130833175
chr7	21084342	21085460
chr2	105132815	105133830
chr14	36933150	36934532
chr1	3190581	3191428
chr4	84700011	84701265
chr11	16377777	16379090
chr7	113793545	113794562
chr19	30574387	30575360
chr9	84009516	84010866
chr10	130366868	130368005
chr8	78042571	78044201
chr4	4522867	4524050
chr10	78390590	78391875
chr7	13450920	13451719
chr9	84946893	84948036
chr5	3197865	3198942
chrX	136316806	136317871
chr13	106015598	106016927
chr1	163441941	163442842
chr1	63665219	63666122
chr9	81823297	81824667
chr7	26524662	26525636
chr18	77010009	77010795
chr17	59893119	59894141
chr2	60352514	60353602
chr8	21907426	21908282
chr8	21901089	21902326
chr5	88673410	88674494
chr7	10684318	10685359
chr13	95313852	95315441
chr12	16170590	16171824
chr7	9271308	9272358
chr9	84978274	84979131
chr7	22091362	22092557
chr1	87795192	87796737
chr5	158143424	158144725
chr7	14379627	14380740
chr9	128520992	128522653
chr15	36964819	36966098
chr15	38159507	38161007
chr2	67281257	67282540
chr2	59540640	59541937
chr4	66989480	66990366
chr10	118854124	118855243
chr4	14268833	14269924
chr3	137638911	137640108
chr7	20832628	20833902
chr4	42150091	42151064
chr16	51491799	51493025
chr18	36763763	36764791
chr9	13750115	13751398
chr5	87083012	87084752
chr11	31989173	31990022
chr2	175196043	175197114
chr11	31502035	31503157
chr3	71034389	71035430
chr6	50685244	50686237
chr2	105697211	105698158
chr11	121799771	121801171
chr9	133540555	133541228
chr13	66609799	66610748
chr13	71533037	71534195
chr11	16311593	16312881
chr4	181201559	181202529
chr8	76960017	76961714
chr9	37251207	37252223
chr8	99428481	99429432
chr8	100680409	100681809
chr20	21214790	21217232
chr17	2081998	2084289
chr4	112668302	112669915
chr4	111669259	111671168
chr10	119310483	119311458
chr18	63078262	63078839
chr5	91442456	91444549
chr2	175203263	175204895
chr7	114299711	114302078
chr2	60761404	60763073
chr7	114326912	114329772
chr12	103484342	103485519
chr2	105317580	105319856
chr5	91970162	91972034
chr9	83412700	83413972
chr2	59304974	59306893
chr6	97754043	97755513
chr12	17848111	17849347
chr4	113442390	113443530
chr9	128869446	128870934
chr2	105516737	105518490
chr12	17311784	17313759
chr12	103406124	103408154
chr7	114142132	114143527
chr1	38712075	38713517
chr1	88108084	88109396
chr10	102244842	102246334
chr7	20997668	20999102
chr18	76461276	76462723
chr18	52699870	52701226
chr9	128919674	128920432
chr9	128645462	128647097
chr7	20838843	20840395
chr18	75496338	75498507
chr5	158486120	158487498
chr5	92312840	92314645
chr2	73124730	73126091
chr18	22744668	22746270
chr9	128516934	128518372
chr1	39192609	39194134
chr10	119309200	119310544
chr9	82010246	82011547
chr20	37876814	37877600
chr3	147125146	147126336
chr5	92314781	92316083
chr4	109531908	109533465
chr6	18536628	18538267
chr18	76481722	76483257
chr5	92613862	92616844
chr14	29226075	29227673
chr2	63275695	63277103
chr2	58799729	58800607
chr9	82224085	82226757
chr5	92141511	92143537
chr7	114261073	114263089
chr6	98902034	98904516
chr11	31816452	31818421
chr6	99089361	99091043
chr20	39334182	39335059
chr3	71153556	71155053
chr2	103792328	103793819
chr6	41560717	41562075
chr9	128522875	128525442
chr1	88686076	88687740
chr12	103371349	103372610
chr3	148006499	148007810
chr3	71446827	71448809
chr5	158508842	158510137
chr9	84167351	84168176
chr2	59476604	59477955
chr12	103345263	103346680
chr5	158517785	158518914
chr6	98829860	98831049
chr2	105032493	105034445
chr1	39248757	39250129
chr2	60855056	60856888
chr1	164668592	164669823
chr2	104285458	104286792
chr3	71573607	71574540
chr14	57419008	57421445
chr5	92219848	92221133
chr1	88025863	88027203
chr9	82590314	82593174
chr14	36973775	36974585
chr14	29743374	29745881
chr18	22235986	22237388
chr5	92526066	92527353
chr5	92634702	92636476
chr3	147378547	147380603
chr2	58748340	58750140
chr6	19976157	19977513
chr2	105300344	105301657
chr18	22616831	22618682
chr2	59178992	59180242
chr18	75569573	75570862
chr5	50390899	50392257
chr21	34290782	34292115
chr1	164805507	164806794
chr7	114463797	114464462
chr1	88535719	88538390
chr2	59102071	59103380
chr1	164604141	164605474
chr3	147802357	147803586
chr20	21488551	21490021
chr2	66762515	66765088
chr2	103538361	103539868
chr7	42252831	42254560
chr1	88065041	88066530
chr14	57430887	57432346
chr6	98212329	98214701
chr3	147651676	147653436
chr7	21080801	21082086
chr5	91271776	91272886
chr6	98504034	98506058
chr1	164620038	164621164
chr8	64564272	64565973
chr16	10319829	10320876
chr2	67052101	67052901
chr13	112268067	112269088
chr4	12747039	12748624
chr3	157775742	157778000
chr1	218207432	218208498
chr9	98257859	98259405
chr11	16423269	16426037
chr6	112822313	112826325
chr2	104667872	104670648
chr21	17681162	17682802
chr8	80874361	80876746
chr7	127174386	127177546
chr6	170747095	170748864
chr11	110000895	110003234
chr5	30994283	30996047
chr3	62405817	62408099
chr8	77598007	77600645
chr10	124827454	124829734
chr15	97128054	97130294
chr5	50467950	50469989
chr1	198263562	198265742
chr1	213498112	213501134
chr7	25791903	25794282
chr8	59941214	59943636
chr5	2204457	2208380
chr9	133353647	133355097
chr8	28370867	28371860
chr13	35772272	35774420
chr1	167296954	167299046
chr3	181958774	181961127
chr13	36072914	36075972
chr10	37054745	37057224
chr6	22148574	22151387
chr7	34097962	34100011
chr6	20867105	20870529
