chr15	13321649	13325391
chr4	57555251	57559225
chr2	4260704	4262503
chr9	61448651	61451473
chr13	112743108	112745779
chr7	149754817	149759817
chr6	52392611	52394523
chr7	149737471	149740718
chr11	26389088	26391733
chr15	83469258	83471148
chr10	44948419	44951592
chr6	122342623	122346341
chr10	14183470	14184368
chr6	72165180	72168822
chr8	127740943	127743751
chr16	18554261	18557730
chr5	113580972	113583248
chr14	46563515	46564802
chr5	93426293	93427320
chr6	4433463	4435322
chr6	4503537	4505066
chr6	50933966	50934809
chr6	51001771	51003272
chr14	22932437	22935173
chr2	4477190	4478921
chr2	4508631	4509808
chr5	38216908	38220459
chr5	38308981	38309833
chr5	38358862	38360435
chr19	58446412	58447552
chr19	59497704	59500060
chr19	60091345	60092740
chr6	143385859	143387546
chr15	63025492	63026343
chr16	15084685	15085801
chr16	15294563	15296139
chr2	75260259	75262633
chr9	36860924	36862863
chr6	121037160	121038164
chr8	26550404	26551929
chr8	26453161	26454807
chr8	26653483	26656234
chr11	111424414	111425316
chr11	112273179	112274981
chr11	112874947	112876275
chr15	60684551	60685842
chr1	194624287	194626894
chr2	57194360	57196867
chr2	137678066	137680577
chr2	166266120	166268627
chr5	99796912	99799425
chr5	102802274	102804782
chr7	115940121	115942627
chr7	131181868	131184377
chr10	36203387	36205893
chr10	87330979	87333483
chr15	35461972	35464559
chr18	69068983	69071495
chr1	164004162	164007691
chr1	164760588	164764098
chr2	33730850	33734359
chr2	59435993	59439506
chr7	90960428	90963938
chr9	41697093	41700596
chr13	60247042	60250560
chr17	48125245	48128746
chr17	29599358	29603061
chr1	167977609	167981010
chr18	61064203	61066875
chr9	87943415	87945786
chr13	119524331	119526220
chr8	26550660	26552575
chr7	137569279	137570835
chr3	51542774	51543778
chr1	75780943	75784020
chr1	75797473	75801912
chr1	75879252	75883062
chr18	55783670	55787308
chr1	94685679	94689499
chr2	169434589	169438095
chr4	153845537	153848227
chr4	154145214	154146454
chr4	154176010	154177259
chr16	26040924	26042929
chr11	16458872	16459791
chr17	84312445	84313572
chr17	84821060	84822278
chr14	105970517	105973064
chr5	120060934	120063445
chr13	15434540	15436055
chr5	24000311	24001818
chr8	94236336	94240424
chr11	17349241	17351381
chr9	22815322	22817199
chr13	51315634	51318066
chr2	101430145	101434498
chr5	77915965	77918950
chr14	73633763	73636133
chr16	37892230	37895304
chr7	35050174	35054812
chr3	89094112	89097133
chr15	102789322	102791523
chr10	21340507	21343330
chr18	38538595	38541292
chr11	113644681	113649107
chr8	129349433	129352469
chr9	72486901	72489273
chr6	72660173	72662946
chr9	106256435	106260650
chr2	128537911	128541555
chr8	93384870	93387389
chr7	130240208	130243381
chr14	25080914	25083731
chr9	41035985	41038628
chr4	108033623	108037133
chr4	154081524	154085271
chr9	41757223	41762608
chr7	152390782	152393601
chr14	41768571	41772614
chr3	101198724	101203222
chr4	139153356	139157251
chr7	89862378	89865602
chr9	63806122	63809358
chr4	106537193	106539896
chr7	100209379	100212136
chr7	124829221	124831130
chr2	163014399	163017272
chr2	60623717	60625620
chr8	90183015	90185433
chr14	49740815	49742308
chr15	95469175	95471880
chr7	143580983	143582899
chr5	16284041	16285489
chr15	73985897	73988884
chr6	89563033	89565849
chr8	27942958	27945330
chr2	58337946	58340330
chr2	93118045	93121052
chr13	34239797	34242857
chr5	125873121	125875969
chrX	12817957	12821119
chr18	36007337	36010053
chr8	87265760	87268939
chr3	86953474	86955925
chr9	43060192	43063272
chr5	143761511	143763801
chr17	46754834	46757146
chr11	118099686	118102499
chr18	60828749	60831461
chr9	40537860	40540490
chr5	137336940	137340805
chr9	118888604	118890906
chr16	17809304	17811246
chr15	99250385	99251988
chr16	97067207	97069575
chr1	41331321	41332891
chr2	163188189	163191207
chr18	35998889	36002582
chr8	127166812	127169652
chr8	122947808	122951205
chr1	173945900	173948913
chr14	26404648	26407942
chr8	59310108	59312623
chr8	59393348	59395551
chr8	59461837	59463756
chr17	47657734	47660536
chr10	66464666	66468095
chr5	150154734	150156942
chr6	94597413	94598988
chr6	143447122	143449176
chr7	19802328	19804367
chr9	55296732	55298868
